D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_41_743.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_41_743.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_41_743.jpg,0,0.1768833,0,0.147529
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_41_875.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_41_875.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_41_875.jpg,0,0.1862697,0,0.4951566
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_41_995.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_41_995.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_41_995.jpg,0,0,0,0.512566
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_114.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_114.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_114.jpg,0,0.1718022,0,0.6476641
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_212.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_212.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_212.jpg,0,0,0,0.6238827
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_347.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_347.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_347.jpg,0,0.1728312,0,0.7425162
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_467.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_467.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_467.jpg,0,0.5313126,0,1.303126
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_592.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_592.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_592.jpg,0,0.5295279,0,2.083567
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_689.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_689.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_689.jpg,0,0.8882958,0,3.017322
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_809.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_809.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_809.jpg,0,1,0,4.429987
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_42_924.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_42_924.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_42_924.jpg,0,1,0,5.822437
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_048.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_048.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_048.jpg,0,1,0,7.198812
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_164.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_164.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_164.jpg,0,1,0,8.559175
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_286.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_286.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_286.jpg,0,0.8148046,0,9.78482
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_403.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_403.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_403.jpg,0,0.4615711,0,10.49648
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_520.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_520.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_520.jpg,-0.15,0.1110181,0,10.68509
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_641.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_641.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_641.jpg,0,0,0,10.537
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_760.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_760.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_760.jpg,-0.15,0,0,10.40528
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_880.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_880.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_880.jpg,0,0,0,10.25252
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_43_997.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_43_997.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_43_997.jpg,-0.3,0,0,10.10824
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_119.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_119.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_119.jpg,-0.15,0,0,9.974963
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_242.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_242.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_242.jpg,0,0,0,9.829033
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_355.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_355.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_355.jpg,-0.3,0,0,9.690828
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_479.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_479.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_479.jpg,-0.15,0,0,9.563023
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_599.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_599.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_599.jpg,0,0,0,9.422806
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_715.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_715.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_715.jpg,-0.3,0,0,9.289408
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_840.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_840.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_840.jpg,-0.15,0,0,9.165185
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_44_962.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_44_962.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_44_962.jpg,0,0,0,9.029233
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_080.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_080.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_080.jpg,-0.3,0,0,8.901011
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_199.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_199.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_199.jpg,-0.15,0,0,8.781952
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_320.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_320.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_320.jpg,0,0,0,8.651477
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_446.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_446.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_446.jpg,0,0,0,8.541409
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_562.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_562.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_562.jpg,-0.15,0,0,8.431824
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_677.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_677.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_677.jpg,0,0,0,8.302378
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_796.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_796.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_796.jpg,-0.3,0,0,8.181939
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_45_918.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_45_918.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_45_918.jpg,-0.15,0,0,8.070127
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_036.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_036.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_036.jpg,0,0,0,7.947719
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_155.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_155.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_155.jpg,-0.3,0,0,7.832706
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_278.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_278.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_278.jpg,-0.6000001,0,0,7.671247
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_398.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_398.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_398.jpg,-0.9000002,0,0,7.470463
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_517.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_517.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_517.jpg,-1,0,0,7.283285
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_640.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_640.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_640.jpg,-1,0,0,7.161571
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_756.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_756.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_756.jpg,0,0,0,6.912364
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_878.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_878.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_878.jpg,0,0,0,6.782735
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_46_994.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_46_994.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_46_994.jpg,0,0,0,6.699708
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_111.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_111.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_111.jpg,0,0,0,6.618264
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_232.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_232.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_232.jpg,0,0,0,6.537822
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_351.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_351.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_351.jpg,-0.3,0,0,6.440488
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_469.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_469.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_469.jpg,-0.1,0,0,6.368251
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_586.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_586.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_586.jpg,0,0,0,6.271873
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_704.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_704.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_704.jpg,-0.3,0,0,6.184199
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_821.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_821.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_821.jpg,-0.6000001,0,0,6.061152
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_47_939.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_47_939.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_47_939.jpg,-0.9000002,0,0,5.90797
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_056.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_056.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_056.jpg,-1,0,0,5.76672
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_171.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_171.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_171.jpg,-1,0,0,5.673989
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_303.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_303.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_303.jpg,-1,0,0,5.586668
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_408.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_408.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_408.jpg,0,0,0,5.379315
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_522.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_522.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_522.jpg,0,0,0,5.31338
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_640.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_640.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_640.jpg,0,0,0,5.251494
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_760.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_760.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_760.jpg,0,0,0,5.190202
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_877.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_877.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_877.jpg,0,0,0,5.129657
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_48_992.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_48_992.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_48_992.jpg,0,0,0,5.069847
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_108.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_108.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_108.jpg,0,0.3487383,0,5.339995
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_227.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_227.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_227.jpg,0,0.7027074,0,6.153955
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_343.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_343.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_343.jpg,0,1,0,7.414471
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_458.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_458.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_458.jpg,0,1,0,8.774295
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_572.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_572.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_572.jpg,0,1,0,10.11746
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_689.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_689.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_689.jpg,0,1,0,11.2239
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_809.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_809.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_809.jpg,0,1,0,12.51716
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_49_947.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_49_947.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_49_947.jpg,0,1,0,13.73283
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_061.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_061.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_061.jpg,0,1,0,15.0099
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_152.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_152.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_152.jpg,0,0.8429413,0,16.11084
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_267.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_267.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_267.jpg,0,0.4936768,0,16.99252
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_406.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_406.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_406.jpg,0,0.1526721,0,17.24069
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_497.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_497.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_497.jpg,-0.15,0,0,17.05494
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_638.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_638.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_638.jpg,0,0,0,16.83522
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_756.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_756.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_756.jpg,-0.3,0,0,16.59787
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_822.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_822.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_822.jpg,0,0,0,16.46929
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_50_931.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_50_931.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_50_931.jpg,-0.2,0,0,16.3316
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_51_049.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_51_049.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_51_049.jpg,-0.15,0,0,16.13844
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_51_164.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_51_164.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_51_164.jpg,0,0,0,15.91887
D:\SOFT COMPUTING PROJECT\IMG\center_2024_12_21_09_24_51_281.jpg,D:\SOFT COMPUTING PROJECT\IMG\left_2024_12_21_09_24_51_281.jpg,D:\SOFT COMPUTING PROJECT\IMG\right_2024_12_21_09_24_51_281.jpg,0,0,0,15.72785
